chunk_size,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score
128,0.40407384222310805,0.2151244899638896,0.26742034368242623,0.3568840302265028,0.6509233955783443,0.590647914454071,0.6098933239579107,0.7227626676690022
256,0.4291614162149663,0.22886919398320918,0.26591292646718645,0.3872145078427197,0.7044466972749074,0.5654858768992659,0.6215700937094786,0.7317025977427388
512,0.31837817917373934,0.1626710674468265,0.19149276762837,0.29515819607463045,0.6976567470705839,0.5068448749207672,0.5819913017339367,0.6050896420736296
1024,0.16399396553676,0.07301621423690739,0.09562032725356924,0.15403714544375186,0.5961956517693634,0.43974128082445063,0.5024517833353839,0.49485147941953034
