Chunk Size,Outcome,Model 1,Model 2,t-statistic,raw p-value,FDR (BH) p-value,Significant (FDR < 0.05)
256,sts_score,gemma-7b-spark,Qwen2.5-7B-Instruct,-21.51885492508311,6.028285935995912e-07,5.787154498556075e-05,True
256,sts_score,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-9.791486687638796,1.0364988428589473e-05,0.0002842968254698827,True
256,sts_score,gemma-7b-spark,Phi-4-mini-instruct,-8.471224994281036,0.00043644306176325023,0.004295745637729673,True
256,sts_score,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,8.218450757567258,0.0002112144482013528,0.002703544936977316,True
256,sts_score,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-0.9294424127151778,0.40251656106399536,0.49900127431654673,False
256,sts_score,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-3.9433786576525782,0.010960775910269109,0.033943047980188205,True
512,rouge1,gemma-7b-spark,Qwen2.5-7B-Instruct,-1.8274538541360736,0.11936775802934181,0.1975742201864968,False
512,rouge1,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.8493418726798931,0.42246747199420254,0.5166481186171139,False
512,rouge1,gemma-7b-spark,Phi-4-mini-instruct,-2.487278243645493,0.05032205791970982,0.10064411583941964,False
512,rouge1,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.50007416469744,0.010229666218616991,0.03273493189957437,True
512,rouge1,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-1.7685389206276985,0.14540067534897586,0.2307184270000278,False
512,rouge1,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-3.0443948823724023,0.02948439807920622,0.065069016450662,False
512,rouge2,gemma-7b-spark,Qwen2.5-7B-Instruct,-1.1081064231922266,0.3206666595445463,0.41320804451377785,False
512,rouge2,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.5685516254440334,0.5883429082264076,0.6804930022859653,False
512,rouge2,gemma-7b-spark,Phi-4-mini-instruct,-0.678248146914451,0.5168564138993823,0.6202276966792587,False
512,rouge2,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,2.6546996862946544,0.03840386012310017,0.07844192705994928,False
512,rouge2,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,0.24074902542088322,0.8195368782157518,0.874172670096802,False
512,rouge2,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-1.4315811383901025,0.19565001490868342,0.27762130689829395,False
512,rougeL,gemma-7b-spark,Qwen2.5-7B-Instruct,-1.3794159015208292,0.22708538383967708,0.3159448818638985,False
512,rougeL,gemma-7b-spark,Mistral-7B-Instruct-v0.3,1.0856746120094967,0.31404089967204,0.4074044103853492,False
512,rougeL,gemma-7b-spark,Phi-4-mini-instruct,-0.7522228253938432,0.47409933196229004,0.5761207071946816,False
512,rougeL,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.721368291743583,0.009752537426235887,0.03265796889552142,True
512,rougeL,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,0.23194730445606734,0.8264232497986509,0.8766478671897291,False
512,rougeL,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-1.814238476382059,0.11780123393636252,0.19667684274592698,False
512,rougeLsum,gemma-7b-spark,Qwen2.5-7B-Instruct,-1.5567671522356985,0.17431503650007565,0.25548463364896584,False
512,rougeLsum,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.9267725534804659,0.3839737934818322,0.48184946633014236,False
512,rougeLsum,gemma-7b-spark,Phi-4-mini-instruct,-2.3091588164704686,0.06096142197292379,0.11704593018801367,False
512,rougeLsum,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.3774187386121524,0.012383073524491377,0.03657769410311299,True
512,rougeLsum,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-1.6811038161725058,0.16127809982992747,0.24575710450274663,False
512,rougeLsum,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-2.974878850114359,0.030877786548095386,0.06736971610493539,False
512,bert_score_P,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.476916439981492,0.020040062795384776,0.049970026710569826,True
512,bert_score_P,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-1.515057388048913,0.17279642840349163,0.255207032719003,False
512,bert_score_P,gemma-7b-spark,Phi-4-mini-instruct,3.044484239198709,0.03345583896656801,0.0712609821366396,False
512,bert_score_P,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,2.363218509027272,0.061677499645608994,0.11724831615798938,False
512,bert_score_P,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,18.42344823329355,1.1801954060627075e-07,2.2659751796403984e-05,True
512,bert_score_P,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,6.7952947442499205,0.001149444442854453,0.0073564444342685,True
512,bert_score_R,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.5259032050616055,0.016377243826461857,0.04367265020389829,True
512,bert_score_R,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.2909325482972725,0.7790402311133398,0.8450605896822668,False
512,bert_score_R,gemma-7b-spark,Phi-4-mini-instruct,-2.0212552510532316,0.09359139880877518,0.16335953246622578,False
512,bert_score_R,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,4.898889619090214,0.002955118212792481,0.01533466748259882,True
512,bert_score_R,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-0.520255084191632,0.6289850709410538,0.7062126085510536,False
512,bert_score_R,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-2.25308246635042,0.07497231474436722,0.13975421777590782,False
512,bert_score_F1,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.9031497917517086,0.013121127645888799,0.03801356081519344,True
512,bert_score_F1,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-0.16557347276371645,0.8728377175911731,0.9053494057355002,False
512,bert_score_F1,gemma-7b-spark,Phi-4-mini-instruct,-1.467355084415494,0.18972416662004787,0.27184358202275516,False
512,bert_score_F1,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,4.632699405115074,0.00553386805275204,0.02168372788017126,True
512,bert_score_F1,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,0.6337277286446265,0.5590254875490104,0.6544688634720122,False
512,bert_score_F1,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-1.4341520392073537,0.20538693807835165,0.2878415482557921,False
512,sts_score,gemma-7b-spark,Qwen2.5-7B-Instruct,-11.964764367339871,6.744623981038504e-06,0.0002589935608718785,True
512,sts_score,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-0.5039684995234597,0.6282301550525831,0.7062126085510536,False
512,sts_score,gemma-7b-spark,Phi-4-mini-instruct,-1.328169374715969,0.24895227277203072,0.3394284122999054,False
512,sts_score,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,12.737627862052566,2.1727429948452007e-06,0.00013905555167009284,True
512,sts_score,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,1.8037193942198184,0.1426140129089425,0.23009991998753748,False
512,sts_score,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-1.1933833211340994,0.29463677016502515,0.3901397232529988,False
1024,rouge1,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.466291002633695,0.008494765453840791,0.030773489945989278,True
1024,rouge1,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.159856922148691,0.8770572368062658,0.9053494057355002,False
1024,rouge1,gemma-7b-spark,Phi-4-mini-instruct,-2.0300336651291904,0.09520063245749555,0.16467136425080312,False
1024,rouge1,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.88705064356597,0.004929325058760728,0.02168372788017126,True
1024,rouge1,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-0.17446471024800278,0.8679443602058746,0.9053494057355002,False
1024,rouge1,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-2.1508831315964145,0.08494347972807147,0.1510106306276826,False
1024,rouge2,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.3843796621358972,0.009914585020647751,0.03265796889552142,True
1024,rouge2,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-0.6615382597792343,0.5268895679873686,0.6262617857610804,False
1024,rouge2,gemma-7b-spark,Phi-4-mini-instruct,-0.09204234378941521,0.9289704956781086,0.9487358253733875,False
1024,rouge2,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,2.752883956259041,0.025246006570592207,0.05804169310767949,False
1024,rouge2,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,3.0089800470435826,0.018460139573629703,0.04789657835320139,True
1024,rouge2,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,0.5182795391124132,0.6187326086884557,0.7057743163111817,False
1024,rougeL,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.1448328418922737,0.014234329473063967,0.040101277349669756,True
1024,rougeL,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.05464658007005987,0.9577774262334173,0.9729802425228367,False
1024,rougeL,gemma-7b-spark,Phi-4-mini-instruct,-0.43214927011360055,0.6780884915161274,0.7397328998357754,False
1024,rougeL,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.4141926558352793,0.009216376512258968,0.03159900518488789,True
1024,rougeL,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,2.0959902551857588,0.07656837157280177,0.14135699367286483,False
1024,rougeL,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-0.49321999995380644,0.6372435449188849,0.7072298301989937,False
1024,rougeLsum,gemma-7b-spark,Qwen2.5-7B-Instruct,-3.3055367892248713,0.01077038412134983,0.03390022543113389,True
1024,rougeLsum,gemma-7b-spark,Mistral-7B-Instruct-v0.3,0.20211230172371453,0.8449853819532183,0.8914131501924061,False
1024,rougeLsum,gemma-7b-spark,Phi-4-mini-instruct,-1.8854258836794053,0.11327126935740618,0.19246091784621228,False
1024,rougeLsum,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,3.749989434991696,0.0058342309482000525,0.0224034468410882,True
1024,rougeLsum,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,-0.03536290209222189,0.9730543649238501,0.9781488903946557,False
1024,rougeLsum,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-2.0336215450352775,0.09669922857292783,0.16577010612501913,False
1024,bert_score_P,gemma-7b-spark,Qwen2.5-7B-Instruct,-6.602760279960882,0.0006982863407782301,0.005362839097176807,True
1024,bert_score_P,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-3.639773259366885,0.006683142460504799,0.024676218315710027,True
1024,bert_score_P,gemma-7b-spark,Phi-4-mini-instruct,6.758087992084443,0.00014423094667419159,0.002273003232231867,True
1024,bert_score_P,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,1.6071189050031591,0.16393184489991883,0.24764284346961374,False
1024,bert_score_P,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,15.421223604924863,6.198653285586547e-06,0.0002589935608718785,True
1024,bert_score_P,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,10.117356793248499,8.536189679920843e-06,0.00027315806975746696,True
1024,bert_score_R,gemma-7b-spark,Qwen2.5-7B-Instruct,-7.998369376697992,4.4815443895333147e-05,0.0008604565227903964,True
1024,bert_score_R,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-1.6005702075859254,0.15437454816550814,0.23922423268069629,False
1024,bert_score_R,gemma-7b-spark,Phi-4-mini-instruct,-1.134775628448294,0.31105285723729104,0.4062731196568699,False
1024,bert_score_R,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,4.672623607844173,0.0021780402424981153,0.012299521369401122,True
1024,bert_score_R,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,2.1749023067752637,0.0840041926908893,0.15073649529580135,False
1024,bert_score_R,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,-0.2846831775786724,0.7861253200113965,0.8479554013606074,False
1024,bert_score_F1,gemma-7b-spark,Qwen2.5-7B-Instruct,-8.929548047250549,2.239212895730306e-05,0.00047769875108913195,True
1024,bert_score_F1,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-2.174087287288505,0.06793290416007954,0.12787370194838502,False
1024,bert_score_F1,gemma-7b-spark,Phi-4-mini-instruct,-0.1139465902287548,0.9137692590717177,0.9382015922019775,False
1024,bert_score_F1,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,4.2222624521247045,0.005264055736238457,0.02168372788017126,True
1024,bert_score_F1,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,3.7815821996262975,0.014411396547537569,0.040101277349669756,True
1024,bert_score_F1,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,1.133662351470901,0.2986387872826765,0.39273045998817735,False
1024,sts_score,gemma-7b-spark,Qwen2.5-7B-Instruct,-9.070128845716441,1.9039436181001675e-05,0.0004569464683440402,True
1024,sts_score,gemma-7b-spark,Mistral-7B-Instruct-v0.3,-4.264067663119455,0.004080516608205465,0.019108760701840227,True
1024,sts_score,gemma-7b-spark,Phi-4-mini-instruct,-0.6249562374577992,0.5564472905716145,0.6544688634720122,False
1024,sts_score,Qwen2.5-7B-Instruct,Mistral-7B-Instruct-v0.3,6.687192254848277,0.0004474735039301743,0.004295745637729673,True
1024,sts_score,Qwen2.5-7B-Instruct,Phi-4-mini-instruct,4.980389519147051,0.0024949799108452413,0.013686746939493896,True
1024,sts_score,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,1.5728591676947798,0.18066509567697656,0.26080976218029694,False
