feature,VIF
const,1672.939599351648
rouge1,2262.2432235533224
rouge2,125.83695258396757
rougeL,117.79886903710302
rougeLsum,2327.6666115354587
bert_score_P,60.90577691562599
bert_score_R,375.0939487574298
bert_score_F1,417.7794232647409
sts_score,20.97996000264557
