chunk_size,max_tokens,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score,substring_date,group
128,128,0.4246460050932867,0.3270617617752172,0.3651785775008918,0.4088720281001957,0.7654550263986868,0.5340133364148,0.62272559062523,0.6513875668101451,NEW_RUNS_LMForge_RUN01_Lab_Machine,128
256,128,0.2159669978803813,0.1207906362837009,0.1584057987073044,0.2055709264109876,0.6895929712802171,0.4236138258129358,0.5193045532330871,0.5489196216803975,NEW_RUNS_LMForge_RUN01_Lab_Machine,256
512,128,0.1280365967604446,0.0857369051772845,0.1095088419507327,0.1249600918757598,0.704704546048993,0.397792427754793,0.5055639460438588,0.5286250230474551,NEW_RUNS_LMForge_RUN01_Lab_Machine,512
512,256,0.1893855208917244,0.1149172059166814,0.1481944786243036,0.1818091658102016,0.7042579916883106,0.4377087097276341,0.5355410873889923,0.5529119227050749,NEW_RUNS_LMForge_RUN01_Lab_Machine,512
1024,128,0.0744149917751225,0.0471485229588511,0.0618740766819116,0.0731114641955112,0.6296229001722837,0.3911336142765848,0.4800782560517913,0.450645768034615,NEW_RUNS_LMForge_RUN01_Lab_Machine,1024
