chunk_size,questions_num,qa_count_mismatch,total_questions,max_tokens,total_chunks,success_count,fail_count,repeat_count,duplicate_count,elapsed_time
128,0,22,265,128,900,241,659,0,0,0
128,0,279,1158,256,900,751,149,0,0,0
128,0,402,1572,512,900,879,21,0,0,0
128,0,413,1613,1024,900,890,10,0,0,0
128,0,413,1613,2048,900,890,10,0,0,0
256,0,12,102,128,900,89,811,0,0,0
256,0,202,752,256,900,481,419,0,0,0
256,0,561,2051,512,900,859,41,0,0,0
256,0,595,2252,1024,900,893,7,0,0,0
256,0,597,2270,2048,900,895,5,0,0,0
512,0,7,68,128,900,61,839,0,0,0
512,0,106,427,256,900,274,626,0,0,0
512,0,531,1971,512,900,725,175,0,0,0
512,0,678,2864,1024,900,874,26,0,0,0
512,0,685,2933,2048,900,881,19,0,0,0
1024,0,8,54,128,808,46,762,0,0,0
1024,0,90,325,256,808,212,596,0,0,0
1024,0,421,1548,512,808,567,241,1,0,0
1024,0,621,2674,1024,808,768,40,1,0,0
1024,0,637,2864,2048,808,784,24,1,0,0
