chunk_size,questions_num,qa_count_mismatch,total_questions,max_tokens,total_chunks,success_count,fail_count,repeat_count,duplicate_count,elapsed_time
512,0,0,426,512,1622,230,1392,0,0,0
512,0,40,476,1024,1622,258,1364,0,0,0
512,0,33,455,2048,1622,244,1378,0,0,0
1024,0,5,5,128,910,5,905,0,0,0
1024,0,35,87,256,910,61,849,0,0,0
1024,0,35,351,512,910,193,717,0,0,0
1024,0,44,382,1024,910,213,697,0,0,0
1024,0,27,357,2048,910,192,718,0,0,0
