chunk_size,max_tokens,questions_num,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score,substring_date,elapsed_time
128,128,2,0.19003375090919084,0.1022606919456448,0.14244827422392758,0.1768320649120399,0.6046960294246674,0.37081141003540585,0.4523366042545864,0.4490757397242955,20250505,0 days 00:05:12.914107
128,256,2,0.23955939107800006,0.14726598023518206,0.1993586968434602,0.2263212383194959,0.6228004965865821,0.4172177123918868,0.4915104246976083,0.47945232689380646,20250505,0 days 00:08:09.360069
128,512,2,0.28259159595409367,0.1771280978284147,0.2323091671799476,0.2680167548667987,0.639508741762903,0.45269440677430894,0.5224113441175885,0.4751114387272133,20250505,0 days 00:11:18.453037
128,1024,2,0.2957997912854765,0.18484408347543807,0.24145829950086706,0.2834097380637626,0.6535984280618649,0.45709171572935237,0.5308747002222005,0.5107442350352852,20250505,0 days 00:13:59.310100
128,2048,2,0.2147188981665566,0.1015106540184508,0.16413831017684588,0.20140751823703068,0.5945031175325657,0.39552694983009634,0.4662263624627015,0.4426341587035307,20250505,0 days 00:18:51.965106
256,128,2,0.1119944675021163,0.059969367695073425,0.09137026516888735,0.10711006815407476,0.6519698981727873,0.34954039922782354,0.4488822409084865,0.42000729558723315,20250505,0 days 00:05:35.143077
256,256,2,0.24515707888926472,0.17047141220002082,0.20880293285914844,0.23555778898377944,0.6996201024878592,0.44837770823921475,0.542370162549473,0.5112353983290848,20250505,0 days 00:08:02.452417
256,512,2,0.19552066184788702,0.12338813573086282,0.1567735685526268,0.18849317234890905,0.6575300913673263,0.38577883576487637,0.4753058211760478,0.43796805201752764,20250505,0 days 00:11:05.594064
256,1024,2,0.251964121765594,0.16495036757759163,0.20521873120987444,0.24151238025665867,0.692158178641246,0.44614187608926725,0.5339297314739635,0.515799284638025,20250505,0 days 00:13:31.249398
256,2048,2,0.2501254511981751,0.16143673724418878,0.20091458689496944,0.23998238075183176,0.6837120969044534,0.43784217520764,0.5274501439772155,0.5614437854603718,20250505,0 days 00:18:22.030336
512,128,2,0.07308369799323933,0.0495082747430584,0.06449544540436641,0.07160680922777996,0.666954160840423,0.33907746220076523,0.44624588169433455,0.4738396355468366,20250505,0 days 00:06:01.501528
512,256,2,0.1196314271354815,0.06770322025212469,0.09428297808422453,0.11480918593916226,0.6796853948723186,0.38806610622189264,0.4891231023904049,0.5302134036566272,20250505,0 days 00:09:27.358286
512,512,2,0.19385971813196812,0.15505377424763384,0.17340413459755213,0.19066435832303152,0.7183547197504246,0.4261369583137492,0.5281759418071584,0.5374203178080472,20250505,0 days 00:12:53.471786
512,1024,2,0.22420538138960755,0.17969667941540046,0.20335871928628158,0.21964811811279614,0.7117954588781191,0.4543128736375824,0.5489765331735761,0.5013593922801843,20250505,0 days 00:17:35.435950
512,2048,2,0.11227803612521947,0.07812398880137647,0.09558449144192274,0.11060215209305244,0.6590262564970422,0.3360573778343942,0.4338888641002882,0.3967652431655424,20250505,0 days 00:24:13.874127
1024,128,2,0.03372246198603278,0.019369719423259095,0.029684204784767573,0.03277205334146721,0.6467255234718323,0.32929703533649446,0.43269429564476014,0.4910780030488968,20250505,0 days 00:06:08.624297
1024,256,2,0.07683492549661325,0.05140820395297491,0.06684001096623282,0.07477063194239887,0.6284449477680027,0.3712251619435847,0.46290793851949275,0.4446677805390209,20250505,0 days 00:10:22.625023
1024,512,2,0.09636332612579274,0.07870407515024827,0.08935310869206115,0.09581282130828975,0.6553015298381144,0.3809129055969569,0.47366987670562705,0.41794372165613636,20250505,0 days 00:14:43.252140
1024,1024,2,0.10198829321480685,0.07740808645464384,0.08871664262262194,0.09959510646224795,0.6385817958248986,0.377011933378757,0.4653082189578859,0.43077929025988965,20250505,0 days 00:21:31.121669
1024,2048,2,0.1352684605919104,0.09775396067043471,0.11427070596547684,0.13361076742782435,0.633986870723742,0.42064180556270814,0.5005063305574434,0.44349507816756767,20250505,0 days 00:32:11.607521
