chunk_size,max_tokens,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score,substring_date,group
128,256,0.4579425672962393,0.2924968002002528,0.3705832671536616,0.4212015852098466,0.7659695240331807,0.6050579836291652,0.672512570589674,0.7589213244857327,NEW_RUNS_LMForge_RUN02_Lab_Machine,128
128,512,0.4546069171683887,0.296095954227301,0.3648498841290709,0.4191939883183762,0.7678773178244537,0.6022149433504861,0.6709894235404033,0.759302327767858,NEW_RUNS_LMForge_RUN02_Lab_Machine,128
256,2048,0.3591125628994124,0.2418447951459436,0.2879320161936709,0.337796350898693,0.765497112478821,0.5436016498333395,0.6321417404090898,0.7103922263491307,NEW_RUNS_LMForge_RUN02_Lab_Machine,256
512,1024,0.2507202996208678,0.1817700948901212,0.2088799664884148,0.2397406052107457,0.7637077252070109,0.4944798241058985,0.5977274580134286,0.6621082646979226,NEW_RUNS_LMForge_RUN02_Lab_Machine,512
1024,128,0.1187156714517904,0.0826337676608637,0.0975174246647064,0.1147183000611089,0.6888692053881559,0.4655115712772716,0.5538887143135071,0.5765836027535525,NEW_RUNS_LMForge_RUN02_Lab_Machine,1024
