chunk_size,max_tokens,questions_num,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score
128,256,2,0.2508211728930152,0.15723486213027013,0.21408449656826783,0.24702673196270564,0.6841882336884737,0.44232936203479767,0.5293727666139603,0.5254260394722223
