chunk_size,questions_num,qa_count_mismatch,total_questions,max_tokens,total_chunks,success_count,fail_count,repeat_count,duplicate_count,elapsed_time
128,0,0,12,128,1800,6,1794,0,0,0
128,0,0,116,256,1800,58,1742,0,0,0
128,0,0,1194,512,1800,597,1203,0,0,0
128,0,6,1629,1024,1800,810,990,0,0,0
128,0,7,1633,2048,1800,811,989,0,0,0
256,0,0,28,128,1800,14,1786,0,0,0
256,0,1,134,256,1800,66,1734,0,0,0
256,0,1,2126,512,1800,1062,738,0,0,0
256,0,4,2787,1024,1800,1391,409,0,0,0
256,0,4,2789,2048,1800,1392,408,0,0,0
512,0,0,30,128,1622,15,1607,0,0,0
512,0,0,220,256,1622,110,1512,0,0,0
512,0,2,2424,512,1622,1211,411,0,0,0
512,0,8,2946,1024,1622,1462,160,0,0,0
512,0,8,2946,2048,1622,1462,160,0,0,0
1024,0,0,14,128,910,7,903,0,0,0
1024,0,0,104,256,910,52,858,0,0,0
1024,0,2,1305,512,910,649,261,0,0,0
1024,0,13,1572,1024,910,775,135,0,0,0
1024,0,14,1578,2048,910,776,134,0,0,0
