chunk_size,questions_num,qa_count_mismatch,total_questions,max_tokens,total_chunks,success_count,fail_count,repeat_count,duplicate_count,elapsed_time
128,0,2,250,128,900,247,653,0,0,0
128,0,0,279,256,900,279,621,0,0,0
128,0,2,265,512,900,263,637,0,0,0
128,0,6,286,1024,900,277,623,0,0,0
128,0,0,260,2048,900,260,640,0,0,0
256,0,1,170,128,900,169,731,0,0,0
256,0,0,202,256,900,202,698,0,0,0
256,0,2,232,512,900,225,675,0,0,0
256,0,1,215,1024,900,211,689,0,0,0
256,0,2,233,2048,900,230,670,0,0,0
512,0,0,65,128,900,65,835,0,0,0
512,0,2,110,256,900,108,792,0,0,0
512,0,0,134,512,900,134,766,0,0,0
512,0,0,93,1024,653,93,559,0,0,0
512,0,3,125,2048,900,102,798,0,0,0
1024,0,0,55,128,808,55,753,0,0,0
1024,0,1,103,256,808,102,706,0,0,0
1024,0,1,120,512,808,118,690,0,0,0
1024,0,1,113,1024,808,109,699,0,0,0
1024,0,0,127,2048,808,127,681,0,0,0
