chunk_size,max_tokens,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score,substring_date,group
128,128,0.4619215291413677,0.3425419887798178,0.3846931426885262,0.4322841433287824,0.7880059243373151,0.5652659073190869,0.6514613834192168,0.7237801737942786,NEW_RUNS_LMForge_RUN03_Lab_Machine,128
256,128,0.2501615902098769,0.1845629360258432,0.2074465674950862,0.2407525843089728,0.7706668195771236,0.4595296637100332,0.571266344949311,0.6400710507935169,NEW_RUNS_LMForge_RUN03_Lab_Machine,256
512,128,0.1223672655976319,0.0869399994735639,0.1002774037042315,0.1186225541926705,0.7222953912089852,0.4030236724544974,0.5146189608118114,0.5379484227365431,NEW_RUNS_LMForge_RUN03_Lab_Machine,512
512,256,0.1894424086581486,0.1362377398961003,0.152033773713688,0.1824187321053018,0.7377060820682266,0.4406621949594529,0.5476436624063541,0.571490795196708,NEW_RUNS_LMForge_RUN03_Lab_Machine,512
1024,128,0.0714112031139562,0.0470054787953673,0.0570701869493235,0.0689155658946815,0.6578679713937972,0.3899997279599861,0.4859722411191022,0.5263284126089679,NEW_RUNS_LMForge_RUN03_Lab_Machine,1024
