Outcome,Group 1,Group 2,t-statistic,raw p-value,FDR (BH) p-value,Significant (FDR < 0.05)
rouge1,128,256,8.281652632488944,0.00041185706877283347,0.0006377141710030969,True
rouge1,128,512,17.314245522396725,8.212863401500916e-06,3.5837949388367634e-05,True
rouge1,128,1024,32.82462896629756,7.953572293691296e-09,1.908857350485911e-07,True
rouge1,256,512,6.021785745145877,0.0003267771965204648,0.0005601894797493683,True
rouge1,256,1024,11.196881981704427,2.363589420977499e-05,6.67366424746588e-05,True
rouge1,512,1024,4.361346706720734,0.0038304521572231943,0.004714402655043932,True
rouge2,128,256,7.0996058668441515,0.0003609908064949538,0.0005975020245433719,True
rouge2,128,512,14.678585027469287,3.935954649439487e-06,2.099175813034393e-05,True
rouge2,128,1024,23.494892740148483,2.1741178930135055e-08,2.571329603749088e-07,True
rouge2,256,512,5.702517260931421,0.00045930716997070217,0.0006773962390258675,True
rouge2,256,1024,10.039824922510713,2.1072980521772277e-05,6.321894156531683e-05,True
rouge2,512,1024,3.6860290491869905,0.007367706712389546,0.008037498231697686,True
rougeL,128,256,7.817091669756877,0.00020964183768129206,0.00040868822019602226,True
rougeL,128,512,16.033606115793916,2.2480350783814383e-06,1.348821047028863e-05,True
rougeL,128,1024,26.60296666157993,6.170998826987685e-09,1.908857350485911e-07,True
rougeL,256,512,6.179636397453517,0.00026938526179281456,0.0004973266371559653,True
rougeL,256,1024,11.103760162071683,1.4077457155028337e-05,4.826556738866858e-05,True
rougeL,512,1024,4.099313336671321,0.004596292786912061,0.0053810257017507055,True
rougeLsum,128,256,7.868698692418164,0.0004657099143302839,0.0006773962390258675,True
rougeLsum,128,512,16.459882664222974,9.46076866066938e-06,3.618298386303634e-05,True
rougeLsum,128,1024,30.497581063441743,1.388248343276009e-08,2.2211973492416143e-07,True
rougeLsum,256,512,6.0213577770579825,0.0003208298803568095,0.0005601894797493683,True
rougeLsum,256,1024,11.21092338828718,1.7540893209209007e-05,5.613085826946882e-05,True
rougeLsum,512,1024,4.291837470947644,0.003942146208473604,0.004730575450168325,True
bert_score_P,128,256,-0.05815919431739483,0.955524193457849,0.955524193457849,False
bert_score_P,128,512,3.695977892737533,0.006927596449257131,0.007733130920100983,True
bert_score_P,128,1024,11.338052095078684,5.473658986716e-06,2.62735631362368e-05,True
bert_score_P,256,512,4.362450314301616,0.006777438754149107,0.007733130920100983,True
bert_score_P,256,1024,13.357161018918468,3.1632308123294537e-05,8.435282166211876e-05,True
bert_score_P,512,1024,6.6946100632996375,0.00015389392383456456,0.00033576856109359543,True
bert_score_R,128,256,6.739053265362832,0.0013316458159150126,0.0018799705636447237,True
bert_score_R,128,512,13.215325617474727,5.24780308935564e-05,0.00013257607804687932,True
bert_score_R,128,1024,12.630868413438591,8.22685839278137e-05,0.00019744460142675287,True
bert_score_R,256,512,4.263157957668164,0.002790552863788942,0.0035249088805755055,True
bert_score_R,256,1024,4.545240063572591,0.0018902962221641142,0.002592406247539357,True
bert_score_R,512,1024,0.5239588355360556,0.6146755587895583,0.6277537621680596,False
bert_score_F1,128,256,5.639782302585647,0.0023974284685766437,0.003196571291435525,True
bert_score_F1,128,512,10.546992004096163,0.00016697185641711252,0.0003484630046965826,True
bert_score_F1,128,1024,12.011133753335278,0.0001074110677034317,0.0002455110118935582,True
bert_score_F1,256,512,4.318479175736783,0.0026407832008441263,0.0034258809092031907,True
bert_score_F1,256,1024,5.929214591145338,0.00040950464135809493,0.0006377141710030969,True
bert_score_F1,512,1024,1.725033144901811,0.12307205021818117,0.12842300892331948,False
sts_score,128,256,6.588107822702319,0.00021285844801876162,0.00040868822019602226,True
sts_score,128,512,17.416814788775557,2.101816627103728e-07,1.6814533016829824e-06,True
sts_score,128,1024,22.055102919113512,2.6784683372386335e-08,2.571329603749088e-07,True
sts_score,256,512,9.809333706705697,9.799558129572343e-06,3.618298386303634e-05,True
sts_score,256,1024,13.673208436924961,8.152336094201612e-07,5.590173321738247e-06,True
sts_score,512,1024,3.5455541563003097,0.007608485911509099,0.008115718305609705,True
